Application Number,Geographical Indications,Status,Applicant Name,Applicant Address,Date of Filing,Class,Goods,Geographical Area,Priority Country,Journal Number,Availability Date,Certificate Number,Certificate Date,Registration Valid Upto
307,Bordeaux,Examination,Syndicat viticole des appellations d'origine contrôlée Bordeaux et Bordeaux Supérieur,"Syndicat viticole des appellations d'origine contrôlée Bordeaux et Bordeaux Supérieur,
1 route de Pasquina - 33750 BEYCHAC ET CAILLAU, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
308,Bourgogne,Examination,Syndicat des Bourgognes,"Syndicat des Bourgognes
132 - 134 route de Dijon - 21200 BEAUNE, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
309,Chablis,Examination,Fédération de défense de 1' appellation Chablis,"Fédération de défense de 1' appellation Chablis, Route d'Auxerre - 89800 CHABLIS, France.",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
310,Svensk Vodka/ Swedish Vodka,Examination,Sveriges Sprit- och Vinproducenter (Sektion av Sprit- och Vinleverantörsföreningen) [Swedish Spirits and Wine Producers (Section of the Swedish Spirits and Wine Suppliers)],"Sveriges Sprit- och Vinproducenter (Sektion av Sprit- och Vinleverantörsföreningen)[Swedish Spirits and Wine Producers (Section of the Swedish Spirits and Wine Suppliers)]
Box 55680, 102 15 Stockholm, Sweden.",28-11-2011,33,Spirits,Sweden,SWEDEN,,01-01-1900,,01-01-1900,
311,Graves,Examination,"Syndicat Viticole des Graves,","Syndicat Viticole des Graves,
Maison des Graves 33720 PODENSAC, France.",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
312,Médoc,Examination,"Organisme de Défence et de Gestion des AOC Médoc, Haut Médoc, Listrac-Médoc -","Organisme de Défence et de Gestion des AOC Médoc, Listrac-Médoc - 
18, quai Jean Fleuret - 33250 PAUILLAC, France.",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
313,Saint Emilion,Examination,Conseil des Vins de Saint-Emilion BP 15,"Conseil des Vins de Saint-Emilion BP 15, Rue Guadet - 33330 Saint Emilion",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
314,Sauternes,Examination,Organisme de défense et de gestion des AOC Sauternes et Barsac,"Organisme de défense et de gestion des AOC Sauternes et Barsac - 
Maison du Vin -13, Place de la Mairie - 33270 Sauternes, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
315,Haut Médoc,Examination,"Organisme de Défense et de Gestion des AOC Médoc, Haut Médoc, Listrac- Médoc","Organisme de Défense et de Gestion des AOC Médoc, Haut Médoc, Listrac- Médoc-
18, quai Jean Fleuret - 33250 PAUILLAC, France.",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
316,Alsace,Examination,Association des Viticulteurs d'Alsace - Maison des vins d'Alsace,"Association des Viticulteurs d'Alsace - Maison des vins d'Alsace
12, avenue de la Foire aux Vins - 68012 COLMAR, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
317,Côtes du Rhône,Examination,Syndicat général des vignerons réunis des Côtes du Rhône - Maison des Vins -,"Syndicat général des vignerons réunis des Côtes du Rhône - Maison des Vins -  6, rue des 3 Faucons - 84024 AVIGNON CEDEX 1, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
318,Languedoc,Examination,Syndicat de 1' AOC Languedoc Mas de Saporta,"Syndicat de 1' AOC Languedoc Mas de Saporta
CS 30030 34875 LATTES CEDEX, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
319,Côtes du Roussillon,Examination,Syndicat de défense des AOC Côtes du Roussillon et Côtes du Roussillon Villages,"Syndicat de défense des AOC Côtes du Roussillon et Côtes du Roussillon Villages- 
19 avenue de Grande- Bretagne- 66025 PERPIGNAN, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
320,Châteauneuf du Pape,Examination,Organisme de défense et de gestion de l'appellation d'origine Châteauneuf-du-Pape,"Organisme de défense et de gestion de l'appellation d'origine Châteauneuf-du-Pape
12 avenue pasteur - BP 12 84231 - CHATEAUNEUF-DU-PAPE CEDEX, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
321,Côtes de Provence,Examination,Organisme de Défense et de Gestion de I'appellation Côtes de Provence - Maison des Vins,"Organisme de Défense et de Gestion de I'appellation Côtes de Provence - Maison des Vins,
- RN 7 - 83460 LES ARCS-SUR-ARGENS, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
322,Margaux,Examination,Syndicat viticole de Margaux,"Syndicat viticole de Margaux,
7, Place la Trémoille - 33460 MARGAUX, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
323,Touraine,Examination,Syndicat des Producteurs de vins d'AOC Touraine,"Syndicat des Producteurs de vins d'AOC Touraine,
4 rue Gutenberg - 41140 Noyers sur Cher, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
324,Anjou,Examination,Fédération Viticole de I'Anjou et de Saumur,"Fédération Viticole de I'Anjou et de Saumur
BP 62444- 49024 ANGERS, France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
325,Pays d'Oc,Examination,Syndicat des Producteurs de vin de Pays d'Oc domaine de Manse,"Syndicat des Producteurs de vin de pays d'Oc domaine de Manse
Avenue Paysagere-Maurin CS 70026 34973 Lattes Cedex- France",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
326,Val de Loire,Examination,Syndicat des Vins de Pays du Val de Loire,"Syndicat des Vins de Pays du Val de Loire,
37 avenue Jean Joxé - 49100 Angers -  France.",28-11-2011,33,Wines,France,FRANCE,,01-01-1900,,01-01-1900,
327,Armagnac,Examination,Syndicat de défense des appellations des vignobles Armagnac Gascogne,Syndicat de défense des appellations des vignobles Armagnac Gascogne,28-11-2011,33,Spirits,France,FRANCE,,01-01-1900,,01-01-1900,
328,Calvados,Examination,Syndicat des producteurs de Calvados et d'Eau-de-Vie de Cidre de Normandie - Impasse des Hauts Vents -,"Syndicat des producteurs de Calvados et d'Eau-de-Vie de Cidre de Normandie - Impasse des Hauts Vents - 
27670 Saint Ouen du Tilleul, France.",28-11-2011,33,Spirits,France,FRANCE,,01-01-1900,,01-01-1900,
329,Comté,Examination,Comité Interprofessionnel du Guruyére de Comté,"Comité Interprofessionnel du Guruyére de Comté
Avenue de la Résistance, 39800 Poligny, France",28-11-2011,29,Cheese,France,FRANCE,,01-01-1900,,01-01-1900,
330,Reblochon,Examination,Syndicat Interprofessionnel du Reblochon,"Syndicat Interprofessionnel du Reblochon
12 rue de la Saulne, 74230 Thones, France",28-11-2011,29,Cheese,France,FRANCE,,01-01-1900,,01-01-1900,
331,Roquefort,Examination,Confédération Générale des Producteurs de lait de Brebis et des industriels de Roquefort,"Confédération Générale des Producteurs de lait de Brebis et des industriels de Roquefort,
36, avenue de la République - BP 348 F - 12103 Millau cedex, France",28-11-2011,29,blue-veined cheese,France,FRANCE,,01-01-1900,,01-01-1900,
332,Camembert en Normandie,Examination,Syndicat des Fabricants de Camembert en Narmandie,"Syndicat des Fabricants de Camembert en Narmandie,
82, rue des Bemiéres 14300 Caen, France",28-11-2011,29,Soft Cheese,France,FRANCE,,01-01-1900,,01-01-1900,
333,Brie de Meaux,Examination,Union Interprofessionnelle de Défense du Brie de Meaux,"Union Interprofessionnelle de Défense du Brie de Meaux
13 rue des Fossées, 77000 Melun, France",28-11-2011,29,Soft Cheese,France,FRANCE,,01-01-1900,,01-01-1900,
334,Emmental de Savoie,Examination,Syndicat des Fromagers de Haute-Savoie; Fédération Départmentale des Coopératives Laitiéres de Haute-Savioe; Fédération Départmentale des Coopératives Laitiéres de Savioe; Association Marque Collective Savioe,"39, rue Vaugelas - 74000 ANNECY; Maison de l'Agriculture - 52, Avenue des Iles - 74994 Annecy Cedex 9; 1, rue du Château - 73000 CHAMBERY; 74994 ANNECY Cedex 9, France.",28-11-2011,29,Cheese,France,FRANCE,,01-01-1900,,01-01-1900,
335,Pruneaux d' Agen,Examination,Syndicat du Pruneau d'Agen,"Syndicat du Pruneau d'Agen
18, avenue de Bias BP 162, F-47304 Villeneuve sur Lot Cedex, France",28-11-2011,29,Dried fruits,France,FRANCE,,01-01-1900,,01-01-1900,
336,Huîtres Marennes Oléron,Examination,GROUPEMENT QUALITE HUITRES MARENNES OLERON,"GROUPEMENT QUALITE HUITRES MARENNES OLERON
ZAC Les Grossines - BP 60002 - 17320 Marennes France",28-11-2011,31,Oyster - Crustaceans,France,FRANCE,,01-01-1900,,01-01-1900,
337,Canard  à foie gras du Sud-Ouest,Examination,Association Pour la défense du palmipéde à foie gras du Sud-Ouest,"Association Pour la défense du palmipéde à foie gras du Sud-Ouest
Chambre d'agriculture des Landes
Cité Gallian BP 279 F-40005 Mont-de-Marsan, France",28-11-2011,29,Goose liver,France,FRANCE,,01-01-1900,,01-01-1900,
338,Jambon de Bayonne,Examination,Consortium du Jambon de Bayonne,"Consortium du Jambon de Bayonne, 6 avenue Louis Sallenave, 64000 Pau, France",28-11-2011,29,ham,France,FRANCE,,01-01-1900,,01-01-1900,
339,Vinohradnícka oblast' Tokaj,Examination,"TOKAJ REGUM o.z.,","TOKAJ REGUM o.z.,
Medzipivnicna 202, 076 82 Mala Trna, Slovak Republic",28-11-2011,33,Wines,Slovakia,SLOVAKIA,,01-01-1900,,01-01-1900,
340,Esential Oil of Lavender from Upper Provence,Examination,Association des Producteurs d'Appellation Contrôlée Huile Essentielle de Lavande de Haute- Provence,"Association des Producteurs d'Appellation Contrôlée Huile Essentielle de Lavande de Haute- Provence
B.P. 118 - 84404 Apt Cedex, France",28-11-2011,3,Essential oil of lavender,France,FRANCE,,01-01-1900,,01-01-1900,
341,Tokaj,Examination,Tokaji Borvidék Hegyközségi Tanácsa,"Tokaji Borvidék Hegyközségi Tanácsa, 
3910 Tokaj, Dôzsa út 2, Hungary.",28-11-2011,33,Wines,Hungary,HUNGARY,,01-01-1900,,01-01-1900,
342,Törkölypálinka,Examination,Vidékfejlesztési Minisztérium,"Vidékfejlesztési Minisztérium,
1055 Budapest, Kossuth L. tér 11., Hungary",28-11-2011,33,Spirits,Hungary,HUNGARY,,01-01-1900,,01-01-1900,
343,Pálinka,Examination,Vidé kfejleszté si Minisztérium,"Vidé kfejleszté si Minisztérium,
1055 Budapest, Kossuth L. té r 11., Hungary.",28-11-2011,33,Spirits,Hungary,HUNGARY,,01-01-1900,,01-01-1900,
344,Irish Cream / Irish Cream Liqueur,Registered,"Minister for Agriculture, Food and the Marine","Agriculture House, Kildare Street, Dublin 2, Ireland",28-11-2011,33,Spirits,Ireland,Ireland,147,20-09-2021,419,21-01-2022,27-11-2021
345,Irish Whiskey,Registered,Irish Whiskey Association,"Irish Whiskey Association, 84/86 Lower Baggot Street, Dublin 2, , , , Ireland,",28-11-2011,33,Spirits,Ireland,IRELAND,121,26-04-2019,355,28-08-2019,27-11-2031
346,Provolone Valpadana,Registered,Consorzio Tutela Provolone Valpadana,"Consorzio Tutela Provolone Valpadana
Piazza Marconi nº 3 - 26100 Cremona - ITALY",28-11-2011,29,Cheese,Italy,ITALY,,01-01-1900,423,01-11-2022,
347,Gorgonzola,Registered,Consorzio per la tutela del formaggio Gorgonzola,"Consorzio per la tutela del formaggio Gorgonzola
Via A. Costa, 5/c I-28100 Novara, Italy",28-11-2011,29,Cheese,Italy,ITALY,132,13-03-2020,378,14-09-2021,27-11-2031
348,Aceto Balsamico di Modena,Examination,Consorzio Aceto Balsamico di Modena,"Consorzio Aceto Balsamico di Modena
Via Ganaceto, 134
1-41100 Modena, Italy",28-11-2011,30,Vinegar,Italy,ITALY,,01-01-1900,,01-01-1900,
349,Asiago,Registered,CONSORZIO PER LA TUTELA DEL FORMAGGIO ASIAGO,"Piazza della Stazione 1, 36012 Asiago (VI), Italy",28-11-2011,29,Cheese,Italy,Italy,87,01-07-2016,277,10-11-2016,27-11-2031
350,Grana Padano,Registered,Consorzio per la Tutela del Formaggio Grana Padano,"via XXIV Giugno, 8, 25015 San Martino Della Battaglia, Desenzano Del Garda (BS), Italy",28-11-2011,29,Cheese,Italy,ITALY,105,06-04-2018,323,07-08-2018,27-11-2031
351,Parmigiano Reggiano,Registered,Consorzio del Formaggio Parmigiano - Reggiano,"Via J.F. Kennedy 18, 42124 Reggio Emilia, Italy",28-11-2011,29,Manufactured,Italy,Italy,78,14-01-2016,262,23-05-2016,27-11-2031
352,Grappa,Examination,Assodistil,"Assodistil
Via Torino 146 - 00184 Roma, Italy
Istituto Nationale Grappa
Via Domokos 8 - 40141 Bologna, Italy",28-11-2011,33,Spirits,Italy,ITALY,,01-01-1900,,01-01-1900,
353,Conegliano Valdobbiadene Prosecco,Registered,Consorzio Tutela Del Vino Conegliano Valdobbiadene Prosecco,"Piazza Liberta, 7 (Villa Brandolini),Solighetto 31053, Pieve di Soligo (TV),, , , Italy,",28-11-2011,33,Wines,Italy,ITALY,145,30-04-2021,415,14-09-2021,27-11-2031
354,Vino Nobile Di Montepulciano,Advertised,Consorzio del Vino Nobile di Montepulciano,"Montepulciano (Si) Via Di Sidonato, 21, Italy",28-11-2011,33,Wines,Italy,Italy,163,30-09-2022,,,
355,Toscano,Registered,Ente Tutela Vini di Toscana,Ente Tutela Vini di Toscana,28-11-2011,33,Wines,Italy,ITALY,143,29-01-2021,412,14-09-2021,27-11-2031
356,Franciacorta,Registered,Consorzio Tutela del Franciacorta,Consorzio Tutela del Franciacorta,28-11-2011,33,Wines,Italy,ITALY,145,30-04-2021,416,14-09-2021,27-11-2031
357,Soave,Examination,Consorzio Tutela Vini Soave e Recioto di Soave,Consorzio Tutela Vini Soave e Recioto di Soave,28-11-2011,33,Wines,Italy,ITALY,,,,,
358,Barolo,Examination,"Consorzio Tutela Barolo, Barbaresco, Alba, Langhe e Roero","Consorzio Tutela Barolo, Barbaresco, Alba, Langhe e Roero",28-11-2011,33,Wines,Italy,ITALY,,01-01-1900,,01-01-1900,
359,Barbaresco,withdrawn,"Consorzio Tutela Barolo, Barbaresco, Alba, Langhe e Roero","Consorzio Tutela Barolo, Barbaresco, Alba, Langhe e Roero",28-11-2011,33,Manufactured,Italy,Italy,,01-01-1900,,01-01-1900,
360,Dolcetto d'Alba,withdrawn,"Consorzio Tutela Barolo, Barbaresco, Alba, Langhe e Roero","Consorzio Tutela Barolo, Barbaresco, Alba, Langhe e Roero",28-11-2011,33,Manufactured,Italy,Italy,,01-01-1900,,01-01-1900,
361,Chianti,Registered,Consorzio Vini chianti,Consorzio Vini chianti,28-11-2011,33,Manufactured,Italy,Italy,145,30-04-2021,417,21-09-2021,27-11-2031
362,Montepulciano d'Abruzzo,Registered,Consorzio di Tutela Vini d' Abruzzo,Consorzio di Tutela Vini d' Abruzzo,28-11-2011,33,Manufactured,Italy,Italy,136,22-05-2020,384,14-09-2021,27-11-2031
363,Prosciutto Toscano,Examination,Consorzio del Prosciutto Toscano,"Consorzio del Prosciutto Toscano
Via G. Marignolli 21/23 50127 Firenze FI, Italy",28-11-2011,29,Manufactured,Italy,Italy,,,,,
364,Taleggio,Examination,Consorzio Tutela Taleggio,"Consorzio Tutela Taleggio
Via Roggia Vignola, 9 - 24047 - Treviglio (BG), Italy.",28-11-2011,29,Manufactured,Italy,Italy,,01-01-1900,,01-01-1900,
365,Bardolino Superiore,Examination,Consorzio Tutela Vino Bardolino,Consorzio Tutela Vino Bardolino,28-11-2011,33,Manufactured,Italy,Italy,,01-01-1900,,01-01-1900,
366,Brunello di Montalcino,Registered,Consorzio del vino Brunello di Montalcino,Consorzio del vino Brunello di Montalcino,28-11-2011,33,Manufactured,Italy,Italy,132,13-03-2020,379,14-09-2021,27-11-2031
367,Lambrusco di Sorbara,Registered,Consorzio Tutela del Lambrusco di Modena,Consorzio Tutela del Lambrusco di Modena,28-11-2011,33,Manufactured,Italy,Italy,132,13-03-2020,380,14-09-2021,27-11-2031
368,Lambrusco Grasparossa di Castelvetro,Registered,Consorzio Tutela del Lambrusco di Modena,Consorzio Tutela del Lambrusco di Modena,28-11-2011,33,Manufactured,Italy,ITALY,132,13-03-2020,381,14-09-2021,27-11-2031
369,Wódka Ziolowa z Niziny Pólnocnopodlaskiej/ Herbal vodka from the North Podlasie Lowland,Examination,Polski Przemysl Spirytusowy,"Polski Przemysl Spirytusowy (Polish Spirits Industry)
4 Trebacka Street, 00-074 Warsaw, Poland",28-11-2011,33,Manufactured,Poland,POLAND,,01-01-1900,,01-01-1900,
370,Polska Wodka,Examination,Polish Spirits Industry,Polish Spirits Industry,28-11-2011,33,Manufactured,Poland,POLAND,,01-01-1900,,01-01-1900,
371,Shaphee Lanphee,Registered,Department of Commerce & Industries,"Government of Manipur Lamphelpat, Imphal - 795 004, Manipur, India",19-12-2011,25,Handicraft,Manipur,India,55,29-11-2013,211,31-03-2014,18-11-2031
372,Wangkhei Phee,Registered,Department of Commerce & Industries,"Government of Manipur Lamphelpat, Imphal - 795 004, Manipur, India",19-12-2011,25,Handicraft,Manipur,India,55,29-11-2013,212,31-03-2014,18-12-2021
373,Moirang Phee,Registered,Department of Commerce & Industries,"Department of Commerce & Industries, Government of Manipur, Lamphelpat, Imphal - 795 004, Manipur, India",19-12-2011,25,Handicraft,Manipur,India,55,29-11-2013,213,31-03-2014,18-12-2021
374,Naga Tree Tomato,Registered,North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC),"North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC)
9 Rajbari path, Ganeshguri, GS Road, Guwahati - 781 005, India.",27-01-2012,31,Horticulture Product (Tomato),Nagaland,India,61,21-11-2014,220,23-03-2015,26-01-2032
375,Arunachal Orange,Registered,North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC),"North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC)
9 Rajbari path, Ganeshguri, GS Road, Guwahati - 781 005, India.",27-01-2012,31,Horticulture Product (Orange),Arunachal Pradesh,India,61,21-11-2014,221,23-03-2015,26-01-2032
376,Sikkim Large Cardamom,Registered,North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC),"North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC)
9 Rajbari path, Ganeshguri, GS Road, Guwahati - 781 005",27-01-2012,30,Spices (Cardamom),Sikkim,India,61,21-11-2014,222,23-03-2015,26-01-2032
377,Mizo Chilli,Registered,North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC),"North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC)
9 Rajbari path, Ganeshguri, GS Road, Guwahati - 781 005, India.",27-01-2012,30,Spices (Chilli),Mizoram,India,61,21-11-2014,223,23-03-2015,26-01-2032
378,Jhabua Kadaknath Black Chicken Meat,Registered,"Gramin Vikas Trust (Established and supported by KRIBHCO, Government of India)","Shiv Villa, Ramkrishna Nagar,Jhabua - 457 661, Madhya Pradesh, India Facilitated by Department of Animal Husbandry, Government of Madhya Pradesh, Bhopal",08-02-2012,29,"Meat Product, Poultry & Poultry Meat",Madhya Pradesh,India,104,28-03-2018,321,30-07-2018,07-02-2032
379,Devgad Alphonso Mango (Merged With Application No.139),Merged,"Devgad Taluka Amba Utpadak Sahakari Sanstha Maryadit,","Devgad Taluka Amba Utpadak Sahakari Sanstha Maryadit,
Jamsande, Tal. Devgad, Dist Sindhudurg, Pin- 416612, Maharashtra, India.",12-03-2012,31,Horticultural Goods Mango,Maharashtra,India,98,23-06-2017,,,
380,RajKot Patola,Registered,Rajkot District Weavers Association,"Sarvoday Society, B/h. Virani High School, Rajkot - 360 002, Gujarat, India",16-03-2012,24,Textile & Textile Goods,Gujarat,India,77,30-11-2015,325,03-10-2018,15-03-2032
381,Kangra Paintings,Registered,H.P. Patent Information Centre,"1. H.P. Patent Information Centre, State Council for Science, Technology & Environment, B-34 SDA Complex Kasumpti Shimla.
2. Department of Language & Culture, Govt of Himachal Pradesh.
3. Kangra Arts Promotion Society, (KAPS), Kangra District, HP.",02-04-2012,16,Handicraft,Himachal Pradesh,India,55,29-11-2013,214,31-03-2014,01-04-2032
382,Joynagar Moa,Registered,Joynagar Moa Nirmankari society,"Joynagar Moa Nirmankari society,  Radhaballactala Road, Joynagar - 743337, South 24 Parganas,  West Bengal, India., Parganas, West Bengal, INDIA, 743337",10-05-2012,30,Food Stuff,West Bengal,India,61,21-11-2014,224,23-03-2015,09-05-2032
383,Kullu Shawl (Logo),Registered,Himachal Pradesh Patent Information Centre,"State Council for Science, Technology & Environment, B-34, SDA Complex, Kasumpti, Shimla- 171009",23-05-2012,24,Handicraft,Himachal Pradesh,India,52,30-10-2013,200,03-03-2014,
384,Muga Silk of Assam (Logo- connected with GI-55),Registered,Patent Information Center,"Assam Science Technology and Environment Council (ASTIC), Department of Science & Technology, Govertment of Assam Bigyan Bhawan, G.S. Road, Guwahati - 781005, Assam, India.",19-06-2012,"23, 24, 25, 27, & 31",Handicraft,Assam,India,52,30-10-2013,201,03-03-2014,
